YEAR,AGG_LEVEL,CAMPUS,REGION,DISTRICT NAME AND NUMBER,CHARTER_STATUS,CAMPNAME AND NUMBER,SECTION,HEADING,HEADNAME,YR23
2022-2023,CAMPUS SUMMARY,57916044,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RICHARDSON WEST TECHNOLOGY AND ARTS MAGNET 057916044,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,154
2022-2023,CAMPUS SUMMARY,57916044,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RICHARDSON WEST TECHNOLOGY AND ARTS MAGNET 057916044,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,387
2022-2023,CAMPUS SUMMARY,57916130,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RICHLAND EL 057916130,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,716
2022-2023,CAMPUS SUMMARY,57916130,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RICHLAND EL 057916130,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,43
2022-2023,CAMPUS SUMMARY,57916130,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RICHLAND EL 057916130,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,87
2022-2023,CAMPUS SUMMARY,57916137,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RISD ACAD 057916137,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,805
2022-2023,CAMPUS SUMMARY,57916137,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RISD ACAD 057916137,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,44
2022-2023,CAMPUS SUMMARY,57916137,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,RISD ACAD 057916137,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,67
2022-2023,CAMPUS SUMMARY,57916126,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SKYVIEW EL 057916126,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,871
2022-2023,CAMPUS SUMMARY,57916126,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SKYVIEW EL 057916126,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,11
2022-2023,CAMPUS SUMMARY,57916126,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SKYVIEW EL 057916126,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,21
2022-2023,CAMPUS SUMMARY,57916118,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRING CREEK EL 057916118,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,427
2022-2023,CAMPUS SUMMARY,57916118,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRING CREEK EL 057916118,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,57916118,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRING CREEK EL 057916118,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,57916113,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRING VALLEY EL 057916113,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,435
2022-2023,CAMPUS SUMMARY,57916113,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRING VALLEY EL 057916113,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,21
2022-2023,CAMPUS SUMMARY,57916113,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRING VALLEY EL 057916113,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,35
2022-2023,CAMPUS SUMMARY,57916124,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRINGRIDGE EL 057916124,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,321
2022-2023,CAMPUS SUMMARY,57916124,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRINGRIDGE EL 057916124,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,17
2022-2023,CAMPUS SUMMARY,57916124,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,SPRINGRIDGE EL 057916124,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,24
2022-2023,CAMPUS SUMMARY,57916114,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,STULTS ROAD EL 057916114,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,692
2022-2023,CAMPUS SUMMARY,57916114,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,STULTS ROAD EL 057916114,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,20
2022-2023,CAMPUS SUMMARY,57916114,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,STULTS ROAD EL 057916114,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,32
2022-2023,CAMPUS SUMMARY,57916146,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,THURGOOD MARSHALL EL 057916146,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,613
2022-2023,CAMPUS SUMMARY,57916146,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,THURGOOD MARSHALL EL 057916146,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,57916146,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,THURGOOD MARSHALL EL 057916146,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,57916116,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WALLACE EL 057916116,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,625
2022-2023,CAMPUS SUMMARY,57916116,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WALLACE EL 057916116,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,13
2022-2023,CAMPUS SUMMARY,57916116,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WALLACE EL 057916116,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,17
2022-2023,CAMPUS SUMMARY,57916048,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WESTWOOD MATH SCIENCE LEADERSHIP MAGNET 057916048,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,682
2022-2023,CAMPUS SUMMARY,57916048,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WESTWOOD MATH SCIENCE LEADERSHIP MAGNET 057916048,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,161
2022-2023,CAMPUS SUMMARY,57916048,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WESTWOOD MATH SCIENCE LEADERSHIP MAGNET 057916048,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,468
2022-2023,CAMPUS SUMMARY,57916117,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WHITE ROCK EL 057916117,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1013
2022-2023,CAMPUS SUMMARY,57916117,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WHITE ROCK EL 057916117,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,14
2022-2023,CAMPUS SUMMARY,57916117,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,WHITE ROCK EL 057916117,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,26
2022-2023,CAMPUS SUMMARY,57916131,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,YALE EL 057916131,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,440
2022-2023,CAMPUS SUMMARY,57916131,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,YALE EL 057916131,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,10
2022-2023,CAMPUS SUMMARY,57916131,10,RICHARDSON ISD 057916,TRADITIONAL ISD/CSD,YALE EL 057916131,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,18
2022-2023,CAMPUS SUMMARY,57840001,10,RICHLAND COLLEGIATE HIGH SCHOOL 057840,OPEN ENROLLMENT CHARTER,RICHLAND COLLEGIATE H S OF MATH SCIENCE ENGINEERIN 057840001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,285
2022-2023,CAMPUS SUMMARY,206902001,15,RICHLAND SPRINGS ISD 206902,TRADITIONAL ISD/CSD,RICHLAND SPRINGS SCHOOL 206902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,157
2022-2023,CAMPUS SUMMARY,206902001,15,RICHLAND SPRINGS ISD 206902,TRADITIONAL ISD/CSD,RICHLAND SPRINGS SCHOOL 206902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,206902001,15,RICHLAND SPRINGS ISD 206902,TRADITIONAL ISD/CSD,RICHLAND SPRINGS SCHOOL 206902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,161912101,12,RIESEL ISD 161912,TRADITIONAL ISD/CSD,FOSTER EL 161912101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,355
2022-2023,CAMPUS SUMMARY,161912101,12,RIESEL ISD 161912,TRADITIONAL ISD/CSD,FOSTER EL 161912101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,14
2022-2023,CAMPUS SUMMARY,161912101,12,RIESEL ISD 161912,TRADITIONAL ISD/CSD,FOSTER EL 161912101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,15
2022-2023,CAMPUS SUMMARY,161912001,12,RIESEL ISD 161912,TRADITIONAL ISD/CSD,RIESEL SCHOOL 161912001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,353
2022-2023,CAMPUS SUMMARY,161912001,12,RIESEL ISD 161912,TRADITIONAL ISD/CSD,RIESEL SCHOOL 161912001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,59
2022-2023,CAMPUS SUMMARY,161912001,12,RIESEL ISD 161912,TRADITIONAL ISD/CSD,RIESEL SCHOOL 161912001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,103
2022-2023,CAMPUS SUMMARY,214901104,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ALBERTO AND CELIA BARRERA EL 214901104,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,471
2022-2023,CAMPUS SUMMARY,214901104,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ALBERTO AND CELIA BARRERA EL 214901104,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,214901104,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ALBERTO AND CELIA BARRERA EL 214901104,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,214901110,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ALTO BONITO EL 214901110,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,605
2022-2023,CAMPUS SUMMARY,214901112,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,DR MARIO E RAMIREZ EL 214901112,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,495
2022-2023,CAMPUS SUMMARY,214901112,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,DR MARIO E RAMIREZ EL 214901112,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,214901112,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,DR MARIO E RAMIREZ EL 214901112,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,214901111,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GENERAL RICARDO SANCHEZ EL 214901111,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,850
2022-2023,CAMPUS SUMMARY,214901111,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GENERAL RICARDO SANCHEZ EL 214901111,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,214901111,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GENERAL RICARDO SANCHEZ EL 214901111,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,214901102,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA EL 214901102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,482
2022-2023,CAMPUS SUMMARY,214901102,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA EL 214901102,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,214901102,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA EL 214901102,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,214901003,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA H S 214901003,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,792
2022-2023,CAMPUS SUMMARY,214901003,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA H S 214901003,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,169
2022-2023,CAMPUS SUMMARY,214901003,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA H S 214901003,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,366
2022-2023,CAMPUS SUMMARY,214901041,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA MIDDLE 214901041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,571
2022-2023,CAMPUS SUMMARY,214901041,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA MIDDLE 214901041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,118
2022-2023,CAMPUS SUMMARY,214901041,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,GRULLA MIDDLE 214901041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,260
2022-2023,CAMPUS SUMMARY,214901105,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,JOHN & OLIVE HINOJOSA EL 214901105,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,474
2022-2023,CAMPUS SUMMARY,214901103,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,LA UNION EL 214901103,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,362
2022-2023,CAMPUS SUMMARY,214901005,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,PREPARATORY FOR EARLY COLLEGE H S 214901005,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,414
2022-2023,CAMPUS SUMMARY,214901005,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,PREPARATORY FOR EARLY COLLEGE H S 214901005,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,10
2022-2023,CAMPUS SUMMARY,214901005,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,PREPARATORY FOR EARLY COLLEGE H S 214901005,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,13
2022-2023,CAMPUS SUMMARY,214901107,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RINGGOLD EL 214901107,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,464
2022-2023,CAMPUS SUMMARY,214901107,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RINGGOLD EL 214901107,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,214901107,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RINGGOLD EL 214901107,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,214901042,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RINGGOLD MIDDLE 214901042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,754
2022-2023,CAMPUS SUMMARY,214901042,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RINGGOLD MIDDLE 214901042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,232
2022-2023,CAMPUS SUMMARY,214901042,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RINGGOLD MIDDLE 214901042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,701
2022-2023,CAMPUS SUMMARY,214901001,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RIO GRANDE CITY H S 214901001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,1869
2022-2023,CAMPUS SUMMARY,214901001,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RIO GRANDE CITY H S 214901001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,428
2022-2023,CAMPUS SUMMARY,214901001,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,RIO GRANDE CITY H S 214901001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,1025
2022-2023,CAMPUS SUMMARY,214901108,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ROQUE GUERRA JR EL 214901108,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,680
2022-2023,CAMPUS SUMMARY,214901108,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ROQUE GUERRA JR EL 214901108,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,214901108,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,ROQUE GUERRA JR EL 214901108,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,12
2022-2023,CAMPUS SUMMARY,214901044,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,VETERANS MIDDLE 214901044,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,823
2022-2023,CAMPUS SUMMARY,214901044,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,VETERANS MIDDLE 214901044,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,120
2022-2023,CAMPUS SUMMARY,214901044,1,RIO GRANDE CITY GRULLA ISD 214901,TRADITIONAL ISD/CSD,VETERANS MIDDLE 214901044,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,212
2022-2023,CAMPUS SUMMARY,31911002,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,CAMERON CO J J A E P 031911002,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,31911002,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,CAMERON CO J J A E P 031911002,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,31911102,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO EL 031911102,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,680
2022-2023,CAMPUS SUMMARY,31911001,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO H S 031911001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,528
2022-2023,CAMPUS SUMMARY,31911001,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO H S 031911001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,31911001,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO H S 031911001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,31911041,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO MIDDLE 031911041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,507
2022-2023,CAMPUS SUMMARY,31911041,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO MIDDLE 031911041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,133
2022-2023,CAMPUS SUMMARY,31911041,1,RIO HONDO ISD 031911,TRADITIONAL ISD/CSD,RIO HONDO MIDDLE 031911041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,288
2022-2023,CAMPUS SUMMARY,126907101,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA EL 126907101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,516
2022-2023,CAMPUS SUMMARY,126907101,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA EL 126907101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,34
2022-2023,CAMPUS SUMMARY,126907101,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA EL 126907101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,67
2022-2023,CAMPUS SUMMARY,126907001,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA H S 126907001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,269
2022-2023,CAMPUS SUMMARY,126907001,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA H S 126907001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,44
2022-2023,CAMPUS SUMMARY,126907001,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA H S 126907001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,91
2022-2023,CAMPUS SUMMARY,126907041,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA MIDDLE 126907041,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,225
2022-2023,CAMPUS SUMMARY,126907041,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA MIDDLE 126907041,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,30
2022-2023,CAMPUS SUMMARY,126907041,11,RIO VISTA ISD 126907,TRADITIONAL ISD/CSD,RIO VISTA MIDDLE 126907041,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,82
2022-2023,CAMPUS SUMMARY,152802101,17,RISE ACADEMY 152802,OPEN ENROLLMENT CHARTER,RISE ACADEMY 152802101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,317
2022-2023,CAMPUS SUMMARY,152802101,17,RISE ACADEMY 152802,OPEN ENROLLMENT CHARTER,RISE ACADEMY 152802101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,31
2022-2023,CAMPUS SUMMARY,152802101,17,RISE ACADEMY 152802,OPEN ENROLLMENT CHARTER,RISE ACADEMY 152802101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,34
2022-2023,CAMPUS SUMMARY,67908101,14,RISING STAR ISD 067908,TRADITIONAL ISD/CSD,RISING STAR EL 067908101,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,105
2022-2023,CAMPUS SUMMARY,67908101,14,RISING STAR ISD 067908,TRADITIONAL ISD/CSD,RISING STAR EL 067908101,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,67908101,14,RISING STAR ISD 067908,TRADITIONAL ISD/CSD,RISING STAR EL 067908101,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,67908001,14,RISING STAR ISD 067908,TRADITIONAL ISD/CSD,RISING STAR H S 067908001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,96
2022-2023,CAMPUS SUMMARY,67908001,14,RISING STAR ISD 067908,TRADITIONAL ISD/CSD,RISING STAR H S 067908001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,-999
2022-2023,CAMPUS SUMMARY,67908001,14,RISING STAR ISD 067908,TRADITIONAL ISD/CSD,RISING STAR H S 067908001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,-999
2022-2023,CAMPUS SUMMARY,188902001,16,RIVER ROAD ISD 188902,TRADITIONAL ISD/CSD,RIVER ROAD H S 188902001,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,437
2022-2023,CAMPUS SUMMARY,188902001,16,RIVER ROAD ISD 188902,TRADITIONAL ISD/CSD,RIVER ROAD H S 188902001,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,139
2022-2023,CAMPUS SUMMARY,188902001,16,RIVER ROAD ISD 188902,TRADITIONAL ISD/CSD,RIVER ROAD H S 188902001,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,348
2022-2023,CAMPUS SUMMARY,188902042,16,RIVER ROAD ISD 188902,TRADITIONAL ISD/CSD,RIVER ROAD MIDDLE 188902042,A-PARTICIPATION,A01,CAMPUS CUMULATIVE YEAR END ENROLLMENT,345
2022-2023,CAMPUS SUMMARY,188902042,16,RIVER ROAD ISD 188902,TRADITIONAL ISD/CSD,RIVER ROAD MIDDLE 188902042,A-PARTICIPATION,A02,CAMPUS DISCIPLINE POPULATION,150
2022-2023,CAMPUS SUMMARY,188902042,16,RIVER ROAD ISD 188902,TRADITIONAL ISD/CSD,RIVER ROAD MIDDLE 188902042,A-PARTICIPATION,A03,CAMPUS DISCIPLINE RECORD COUNT,441
